TIME,TYPE,MESSAGE
LOG FILE INTIALIZED
17:22:55,DESTINATION,Destination folder set to {C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/First}
17:22:57,DESTINATION,Destination folder set to {C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/Second}
17:23:45,INIT,HAP-PY v0.0.1 started
17:23:48,DESTINATION,Destination folder set to C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest
17:24:00,INIT,HAP-PY v0.0.1 started
17:24:04,DESTINATION,Destination folder set to C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest
17:24:06,DESTINATION,Destination folder set to C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/dest
17:24:11,FILE,Displaying C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/test.png to the file tree
17:24:14,ENCODE,Total number of files to encode: 1
17:24:14,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/test.png to the encoder
17:24:15,ENCODE,Encoding progress: 25%
17:24:15,ENCODE,Encoding complete!
17:24:47,ENCODE,Total number of files to encode: 1
17:24:47,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/test.png to the encoder
17:24:48,ENCODE,Encoding complete!
17:24:55,ENCODE,Total number of files to encode: 1
17:24:55,ENCODE,Sending C:/Users/TedCh/OneDrive/Desktop/HAPPY TEST/test.png to the encoder
17:24:56,ENCODE,Encoding complete!
17:32:33,INIT,HAP-PY v0.0.1 started
17:32:55,INIT,HAP-PY v0.0.1 started
17:34:04,INIT,HAP-PY v0.0.1 started
17:35:52,INIT,HAP-PY v0.0.1 started
17:36:06,INIT,HAP-PY v0.0.1 started
17:36:38,INIT,HAP-PY v0.0.1 started
17:38:40,INIT,HAP-PY v0.0.1 started
17:39:02,INIT,HAP-PY v0.0.1 started
17:39:56,INIT,HAP-PY v0.0.1 started
17:40:58,INIT,HAP-PY v0.0.1 started
17:41:53,INIT,HAP-PY v0.0.1 started
17:44:30,INIT,HAP-PY v0.0.1 started
17:46:04,INIT,HAP-PY v0.0.1 started
17:48:56,INIT,HAP-PY v0.0.1 started
17:50:21,INIT,HAP-PY v0.0.1 started
17:50:33,INIT,HAP-PY v0.0.1 started
17:51:08,INIT,HAP-PY v0.0.1 started
17:52:50,INIT,HAP-PY v0.0.1 started
17:53:07,INIT,HAP-PY v0.0.1 started
17:53:39,INIT,HAP-PY v0.0.1 started
17:53:53,INIT,HAP-PY v0.0.1 started
17:56:11,INIT,HAP-PY v0.0.1 started
17:56:15,INIT,HAP-PY v0.0.1 started
17:56:33,INIT,HAP-PY v0.0.1 started
17:56:46,INIT,HAP-PY v0.0.1 started
17:57:05,INIT,HAP-PY v0.0.1 started
17:57:52,INIT,HAP-PY v0.0.1 started
17:58:01,INIT,HAP-PY v0.0.1 started
